experiment,detonation,file_create,image_load,net_connect,process_create,process_term,reg_create_key,reg_delete_key,reg_delete_value,reg_write,n_events,t_first,t_last,t_detonate,duration_s,dur_after_detonation_s,n_uniq_child,n_uniq_parent,n_uniq_cguid
E1142,1,29,58,4,0,0,0,0,0,0,92,2024-08-24 22:34:05.706,2024-08-24 22:34:07.359,2024-08-24 22:34:05.706,1.653,1.653,83,2,92
E1143,1,48,97,0,1,1,1,0,0,4,153,2024-05-03 22:56:15.243,2024-05-03 22:56:16.243,2024-05-03 22:56:15.243,1.0,1.0,110,3,153
E1144,1,4,45,0,1,2,0,0,0,0,53,2024-05-20 00:46:32.464,2024-05-20 00:46:33.455,2024-05-20 00:46:32.464,0.991,0.991,36,2,53
E1145,1,1,42,0,1,2,0,0,0,0,47,2024-05-05 07:58:47.136,2024-05-05 07:58:47.586,2024-05-05 07:58:47.136,0.45,0.45,40,3,47
E1146,1,37,78,0,1,0,0,0,0,0,117,2024-08-21 14:04:28.577,2024-08-21 14:04:30.933,2024-08-21 14:04:28.577,2.356,2.356,116,3,117
E1147,1,4,37,0,1,2,0,0,0,0,45,2024-05-18 16:12:01.950,2024-05-18 16:12:02.474,2024-05-18 16:12:01.950,0.524,0.524,42,3,45
E1148,1,144,257,2562,4,5,245,2,0,36,3256,2024-08-23 08:13:18.741,2024-08-23 08:16:23.679,2024-08-23 08:13:18.741,184.938,184.938,397,6,3256
E1149,1,48,97,0,1,1,0,0,0,0,148,2024-08-13 02:35:50.058,2024-08-13 02:35:51.827,2024-08-13 02:35:50.058,1.769,1.769,109,3,148
E115,1,0,11,0,0,1,0,0,0,0,13,2024-05-18 15:26:24.602,2024-05-18 15:26:24.617,2024-05-18 15:26:24.602,0.015,0.015,12,2,13
E1150,1,0,15,0,0,1,1,0,0,2,20,2024-05-07 04:26:35.328,2024-05-07 04:26:36.184,2024-05-07 04:26:35.328,0.856,0.856,17,2,20
E1151,1,69,59,0,1,1,0,0,0,0,131,2024-08-26 17:51:58.588,2024-08-26 17:56:37.849,2024-08-26 17:51:58.588,279.261,279.261,88,3,131
E1152,1,53,102,3,1,2,111,0,0,0,273,2024-08-24 02:14:11.674,2024-08-24 02:14:12.923,2024-08-24 02:14:11.674,1.249,1.249,244,2,273
E1153,1,640,46,24,0,0,2,0,0,0,713,2024-08-26 14:45:35.266,2024-08-26 14:50:15.896,2024-08-26 14:45:35.266,280.63,280.63,577,2,713
E1154,1,53,105,3,1,2,111,0,0,0,276,2024-08-14 03:41:23.249,2024-08-14 03:41:25.474,2024-08-14 03:41:23.249,2.225,2.225,245,3,276
E1155,1,471,35,0,0,0,8,0,0,8,523,2024-08-25 20:24:08.802,2024-08-25 20:29:07.792,2024-08-25 20:24:08.802,298.99,298.99,515,2,523
E1156,1,7,39,0,1,2,0,0,0,0,50,2024-05-04 09:36:33.484,2024-05-04 09:36:33.844,2024-05-04 09:36:33.484,0.36,0.36,47,3,50
E1157,1,11,73,0,1,2,3,0,0,3,94,2024-05-20 21:59:45.322,2024-05-20 21:59:45.761,2024-05-20 21:59:45.322,0.439,0.439,69,3,94
E1158,1,48,91,6,0,0,4,0,0,8,158,2024-05-04 23:37:26.688,2024-05-04 23:41:29.233,2024-05-04 23:37:26.688,242.545,242.545,145,2,158
E1159,1,24,30,0,0,0,0,0,0,0,55,2024-08-10 03:03:20.027,2024-08-10 03:03:22.335,2024-08-10 03:03:20.027,2.308,2.308,55,2,55
E116,1,12,36,0,0,1,0,0,0,0,50,2024-08-14 23:39:31.156,2024-08-14 23:39:31.804,2024-08-14 23:39:31.156,0.648,0.648,49,2,50
E1160,1,5,32,0,0,1,2,0,0,0,41,2024-05-20 16:57:39.402,2024-05-20 16:57:39.621,2024-05-20 16:57:39.402,0.219,0.219,40,2,41
E1161,1,0,9,0,0,1,0,0,0,0,11,2024-08-09 21:06:13.922,2024-08-09 21:06:13.935,2024-08-09 21:06:13.922,0.013,0.013,10,2,11
E1162,1,12,36,0,0,1,0,0,0,0,50,2024-08-28 12:57:32.331,2024-08-28 12:57:32.635,2024-08-28 12:57:32.331,0.304,0.304,49,2,50
E1163,1,40,115,3,1,2,0,0,0,0,162,2024-05-19 00:49:02.888,2024-05-19 00:49:06.239,2024-05-19 00:49:02.888,3.351,3.351,126,3,162
E1164,1,29,83,0,1,1,1,0,0,4,120,2024-08-25 18:07:45.282,2024-08-25 18:08:00.407,2024-08-25 18:07:45.282,15.125,15.125,85,3,120
E1165,1,113,143,1,1,0,114,0,0,6,379,2024-05-19 18:21:35.832,2024-05-19 18:21:38.988,2024-05-19 18:21:35.832,3.156,3.156,323,3,379
E1166,1,31,67,0,1,0,0,0,0,0,100,2024-05-04 13:32:43.559,2024-05-04 13:32:44.130,2024-05-04 13:32:43.559,0.571,0.571,74,3,100
E1167,1,68,104,4,2,2,5,0,2,11,199,2024-08-23 05:51:59.243,2024-08-23 05:56:58.729,2024-08-23 05:51:59.243,299.486,299.486,158,4,199
E1168,1,0,27,0,0,1,0,0,0,0,29,2024-05-19 11:05:04.735,2024-05-19 11:05:04.759,2024-05-19 11:05:04.735,0.024,0.024,28,2,29
E1169,1,47,97,0,1,1,1,0,0,4,152,2024-08-20 03:23:23.829,2024-08-20 03:23:25.036,2024-08-20 03:23:23.829,1.207,1.207,108,2,152
E117,1,5224,36,9,0,0,2,0,0,1,5273,2024-08-15 06:57:09.764,2024-08-15 06:59:38.334,2024-08-15 06:57:09.764,148.57,148.57,3933,2,5273
E1170,1,47,97,0,1,1,1,0,0,4,152,2024-05-04 03:09:11.527,2024-05-04 03:09:12.229,2024-05-04 03:09:11.527,0.702,0.702,109,3,152
E1171,1,10,22,0,0,0,0,0,0,0,33,2024-08-27 12:49:47.613,2024-08-27 12:49:48.680,2024-08-27 12:49:47.613,1.067,1.067,33,2,33
E1172,1,71,224,0,7,1,2,0,0,5,311,2024-08-26 12:52:26.509,2024-08-26 12:52:27.825,2024-08-26 12:52:26.509,1.316,1.316,102,9,311
E1173,1,42,96,2,3,3,2,0,0,4,153,2024-08-28 13:46:32.380,2024-08-28 13:46:34.511,2024-08-28 13:46:32.380,2.131,2.131,72,3,153
E1174,1,29,58,5,0,1,3,0,0,5,102,2024-08-20 14:18:35.408,2024-08-20 14:18:35.775,2024-08-20 14:18:35.408,0.367,0.367,87,2,102
E1175,1,0,11,0,0,1,0,0,0,0,13,2024-05-18 17:33:34.566,2024-05-18 17:33:34.625,2024-05-18 17:33:34.566,0.059,0.059,12,2,13
E1176,1,424,35,0,0,0,8,0,0,8,476,2024-08-13 04:15:59.470,2024-08-13 04:20:36.570,2024-08-13 04:15:59.470,277.1,277.1,468,2,476
E1177,1,32,115,3,1,2,118,1,1,1,275,2024-05-17 10:15:21.638,2024-05-17 10:15:22.981,2024-05-17 10:15:21.638,1.343,1.343,239,2,275
E1178,1,69,59,0,1,1,0,0,0,0,131,2024-08-22 23:32:16.968,2024-08-22 23:35:26.148,2024-08-22 23:32:16.968,189.18,189.18,88,3,131
E1179,1,31,95,14,1,1,3,0,0,7,153,2024-08-25 01:30:17.382,2024-08-25 01:34:45.434,2024-08-25 01:30:17.382,268.052,268.052,102,2,153
E118,1,73,22,0,0,0,0,0,0,2,98,2024-08-26 04:20:16.893,2024-08-26 04:20:17.409,2024-08-26 04:20:16.893,0.516,0.516,65,2,98
E1180,1,5,20,0,0,1,0,0,0,0,27,2024-05-06 18:57:41.359,2024-05-06 18:57:42.278,2024-05-06 18:57:41.359,0.919,0.919,26,2,27
E1181,1,1337,5415,0,284,259,0,0,0,0,7296,2024-08-21 02:39:28.499,2024-08-21 02:44:08.373,2024-08-21 02:39:28.499,279.874,279.874,926,284,7296
E1182,1,474,35,0,0,0,8,0,0,8,526,2024-08-23 19:14:25.646,2024-08-23 19:19:06.648,2024-08-23 19:14:25.646,281.002,281.002,518,2,526
E1183,1,463,35,0,0,0,10,0,0,10,519,2024-08-13 23:43:50.807,2024-08-13 23:48:28.789,2024-08-13 23:43:50.807,277.982,277.982,509,1,519
E1184,1,0,339,0,11,6,0,0,0,0,357,2024-08-12 23:08:36.980,2024-08-12 23:08:50.632,2024-08-12 23:08:36.980,13.652,13.652,175,9,357
E1185,1,0,0,0,2,0,0,0,0,0,3,2024-08-23 07:19:13.706,2024-08-23 07:19:13.954,2024-08-23 07:19:13.706,0.248,0.248,1,2,3
E1186,1,478,35,0,0,0,8,0,0,8,530,2024-08-08 21:27:57.442,2024-08-08 21:32:38.476,2024-08-08 21:27:57.442,281.034,281.034,522,2,530
E1187,1,3,28,0,0,0,0,0,0,0,32,2024-08-19 22:30:05.816,2024-08-19 22:30:06.596,2024-08-19 22:30:05.816,0.78,0.78,32,2,32
E1188,1,10,36,0,1,2,0,0,0,0,50,2024-08-20 22:40:57.593,2024-08-20 22:40:58.212,2024-08-20 22:40:57.593,0.619,0.619,38,3,50
E1189,1,63,224,0,7,8,24,0,0,32,359,2024-08-25 21:03:30.333,2024-08-25 21:03:31.443,2024-08-25 21:03:30.333,1.11,1.11,118,9,359
E119,1,1,43,0,1,1,0,0,0,0,47,2024-05-20 00:59:07.449,2024-05-20 00:59:08.597,2024-05-20 00:59:07.449,1.148,1.148,33,3,47
E1190,1,136,239,0,4,5,17,0,0,4,406,2024-05-06 22:59:10.103,2024-05-06 22:59:15.405,2024-05-06 22:59:10.103,5.302,5.302,236,6,406
E1191,1,456,35,0,0,0,8,0,0,8,508,2024-08-14 22:34:44.373,2024-08-14 22:39:23.457,2024-08-14 22:34:44.373,279.084,279.084,500,2,508
E1192,1,7,22,0,0,0,0,0,0,0,30,2024-08-10 00:06:54.979,2024-08-10 00:06:59.470,2024-08-10 00:06:54.979,4.491,4.491,30,2,30
E1193,1,5,23,0,0,1,0,0,0,0,30,2024-05-17 21:08:57.623,2024-05-17 21:08:58.419,2024-05-17 21:08:57.623,0.796,0.796,29,2,30
E1194,1,1,35,0,1,2,0,0,0,0,40,2024-05-17 03:39:09.679,2024-05-17 03:39:10.103,2024-05-17 03:39:09.679,0.424,0.424,33,3,40
E1195,1,0,11,0,0,0,0,0,0,0,12,2024-05-20 12:42:08.486,2024-05-20 12:42:08.508,2024-05-20 12:42:08.486,0.022,0.022,12,2,12
E1196,1,42,97,0,1,1,1,0,0,4,147,2024-05-03 23:15:15.447,2024-05-03 23:15:16.214,2024-05-03 23:15:15.447,0.767,0.767,104,3,147
E1197,1,1,27,0,0,0,0,0,0,0,29,2024-05-19 03:26:26.291,2024-05-19 03:26:27.320,2024-05-19 03:26:26.291,1.029,1.029,29,2,29
E1198,1,34,58,4,0,1,0,0,0,0,98,2024-08-14 03:01:54.964,2024-08-14 03:01:56.228,2024-08-14 03:01:54.964,1.264,1.264,88,2,98
E1199,1,70,59,0,1,1,0,0,0,0,132,2024-08-23 08:46:44.207,2024-08-23 08:50:44.549,2024-08-23 08:46:44.207,240.342,240.342,88,3,132
E12,1,22,44,0,0,0,0,0,0,0,67,2024-08-27 17:17:33.152,2024-08-27 17:17:33.907,2024-08-27 17:17:33.152,0.755,0.755,67,2,67
E120,1,540,894,16,45,39,9,0,0,13,1557,2024-08-26 18:37:26.481,2024-08-26 18:41:45.135,2024-08-26 18:37:26.481,258.654,258.654,553,7,1557
E1200,1,9406,400,0,7,3,28,1,1,40,9887,2024-08-14 00:41:31.548,2024-08-14 00:42:30.682,2024-08-14 00:41:31.548,59.134,59.134,5553,8,9887
E1201,1,442,35,0,0,0,8,0,0,8,494,2024-08-12 22:20:55.456,2024-08-12 22:25:31.363,2024-08-12 22:20:55.456,275.907,275.907,486,2,494
E1202,1,24,49,0,0,1,3,1,0,3,82,2024-08-20 13:00:45.355,2024-08-20 13:00:46.021,2024-08-20 13:00:45.355,0.666,0.666,73,2,82
E1203,1,67,141,3,2,3,111,0,0,0,328,2024-08-13 20:15:49.523,2024-08-13 20:15:51.360,2024-08-13 20:15:49.523,1.837,1.837,289,4,328
E1204,1,66,103,3,1,2,111,0,0,0,287,2024-08-14 12:17:31.534,2024-08-14 12:17:33.871,2024-08-14 12:17:31.534,2.337,2.337,257,3,287
E1205,1,7,51,3,0,0,3,0,0,7,72,2024-05-04 19:18:14.551,2024-05-04 19:22:58.940,2024-05-04 19:18:14.551,284.389,284.389,66,2,72
E1206,1,6,44,0,1,2,0,0,0,0,54,2024-05-16 10:01:10.415,2024-05-16 10:01:11.321,2024-05-16 10:01:10.415,0.906,0.906,51,3,54
E1207,1,7,57,0,1,2,0,0,0,0,68,2024-05-19 00:30:23.738,2024-05-19 00:30:24.978,2024-05-19 00:30:23.738,1.24,1.24,49,3,68
E1208,1,1,50,0,1,2,0,0,0,0,55,2024-05-21 20:04:19.524,2024-05-21 20:04:19.923,2024-05-21 20:04:19.524,0.399,0.399,52,3,55
E1209,1,33,115,3,1,2,115,0,1,0,271,2024-05-21 18:17:25.837,2024-05-21 18:17:27.204,2024-05-21 18:17:25.837,1.367,1.367,233,3,271
E121,1,11,57,2,0,1,64,0,0,0,136,2024-08-13 16:32:12.799,2024-08-13 16:32:13.490,2024-08-13 16:32:12.799,0.691,0.691,131,2,136
E1210,1,3,15,0,0,1,0,0,0,0,20,2024-05-17 14:53:22.833,2024-05-17 14:53:23.668,2024-05-17 14:53:22.833,0.835,0.835,19,2,20
E1211,1,49,68,0,0,0,2,0,0,2,122,2024-08-25 20:01:15.576,2024-08-25 20:01:18.961,2024-08-25 20:01:15.576,3.385,3.385,120,2,122
E1212,1,0,0,0,2,0,0,0,0,0,3,2024-08-20 06:26:34.731,2024-08-20 06:26:40.500,2024-08-20 06:26:34.731,5.769,5.769,3,2,3
E1213,1,0,6,0,0,1,0,0,0,0,8,2024-05-16 09:07:24.090,2024-05-16 09:07:24.100,2024-05-16 09:07:24.090,0.01,0.01,7,2,8
E1214,1,15,56,0,1,2,0,0,0,0,75,2024-05-21 08:34:57.271,2024-05-21 08:34:57.677,2024-05-21 08:34:57.271,0.406,0.406,71,3,75
E1215,1,62,93,3,1,2,116,0,0,2,280,2024-05-04 17:32:03.623,2024-05-04 17:32:23.102,2024-05-04 17:32:03.623,19.479,19.479,257,3,280
E1216,1,74,93,0,1,0,0,0,0,0,169,2024-05-06 17:19:35.113,2024-05-06 17:19:36.280,2024-05-06 17:19:35.113,1.167,1.167,147,3,169
E1217,1,120,172,3,2,3,112,0,0,1,414,2024-08-09 07:35:31.067,2024-08-09 07:35:38.417,2024-08-09 07:35:31.067,7.35,7.35,326,3,414
E1218,1,409,948,38,13,8,508,0,10,75,2010,2024-08-14 19:52:01.261,2024-08-14 19:53:11.210,2024-08-14 19:52:01.261,69.949,69.949,711,9,2010
E1219,1,6,21,0,0,1,0,0,0,0,29,2024-08-14 11:21:13.056,2024-08-14 11:21:14.504,2024-08-14 11:21:13.056,1.448,1.448,27,2,29
E122,1,88,241,110,6,3,10,0,0,4,463,2024-08-24 06:21:08.936,2024-08-24 06:25:51.654,2024-08-24 06:21:08.936,282.718,282.718,205,6,463
E1220,1,71,59,0,1,1,0,0,0,1,134,2024-08-26 19:41:57.030,2024-08-26 19:44:59.952,2024-08-26 19:41:57.030,182.922,182.922,89,3,134
E1221,1,0,17,0,0,0,0,0,0,0,18,2024-05-06 04:25:07.468,2024-05-06 04:25:07.482,2024-05-06 04:25:07.468,0.014,0.014,18,2,18
E1222,1,4963,36,9,0,0,2,0,0,1,5012,2024-08-24 22:24:01.419,2024-08-24 22:27:00.818,2024-08-24 22:24:01.419,179.399,179.399,3781,2,5012
E1223,1,88,241,108,6,4,8,0,0,4,460,2024-08-12 20:27:32.840,2024-08-12 20:32:06.167,2024-08-12 20:27:32.840,273.327,273.327,204,6,460
E1224,1,7,23,0,0,0,0,0,0,0,31,2024-08-26 08:51:35.900,2024-08-26 08:51:36.552,2024-08-26 08:51:35.900,0.652,0.652,31,2,31
E1225,1,68,122,3,1,2,111,0,0,0,308,2024-08-25 04:55:28.786,2024-08-25 04:55:30.320,2024-08-25 04:55:28.786,1.534,1.534,268,3,308
E1226,1,57,111,3,1,2,111,0,0,0,286,2024-08-20 10:13:07.822,2024-08-20 10:13:10.920,2024-08-20 10:13:07.822,3.098,3.098,251,3,286
E1227,1,23,78,0,1,2,3,0,0,3,111,2024-05-06 05:42:57.143,2024-05-06 05:42:57.568,2024-05-06 05:42:57.143,0.425,0.425,105,3,111
E1228,1,105,440,0,19,18,14,2,4,13,616,2024-08-22 22:09:40.802,2024-08-22 22:14:41.898,2024-08-22 22:09:40.802,301.096,301.096,153,10,616
E1229,1,0,21,0,0,0,0,0,0,0,22,2024-05-16 20:24:26.540,2024-05-16 20:24:26.571,2024-05-16 20:24:26.540,0.031,0.031,22,2,22
E123,1,0,11,0,0,1,0,0,0,0,13,2024-05-18 19:17:16.111,2024-05-18 19:17:16.135,2024-05-18 19:17:16.111,0.024,0.024,12,2,13
E1230,1,69,224,0,7,2,1,0,0,2,306,2024-08-24 21:48:15.592,2024-08-24 21:48:44.323,2024-08-24 21:48:15.592,28.731,28.731,98,9,306
E1231,1,17,44,0,0,0,0,0,0,0,62,2024-05-05 17:19:09.713,2024-05-05 17:19:10.358,2024-05-05 17:19:09.713,0.645,0.645,62,2,62
E1232,1,56,103,3,1,2,111,0,0,0,277,2024-08-10 03:52:57.441,2024-08-10 03:52:59.321,2024-08-10 03:52:57.441,1.88,1.88,248,3,277
E1233,1,538,842,17,43,37,18,0,1,18,1515,2024-08-23 10:18:15.173,2024-08-23 10:21:31.557,2024-08-23 10:18:15.173,196.384,196.384,556,7,1515
E1234,1,460,35,0,0,0,8,0,0,8,512,2024-08-20 12:02:02.180,2024-08-20 12:06:36.562,2024-08-20 12:02:02.180,274.382,274.382,504,2,512
E1235,1,17,56,3,0,0,3,0,0,7,87,2024-08-13 04:58:04.393,2024-08-13 04:59:13.411,2024-08-13 04:58:04.393,69.018,69.018,81,2,87
E1236,1,0,15,0,0,1,0,0,0,0,17,2024-05-06 14:24:48.026,2024-05-06 14:24:48.112,2024-05-06 14:24:48.026,0.086,0.086,16,2,17
E1237,1,3,94,0,0,0,4,0,0,0,102,2024-05-05 10:22:32.555,2024-05-05 10:22:34.533,2024-05-05 10:22:32.555,1.978,1.978,102,2,102
E1238,1,49,91,6,0,0,4,0,0,8,159,2024-05-05 00:16:43.331,2024-05-05 00:20:45.702,2024-05-05 00:16:43.331,242.371,242.371,146,2,159
E1239,1,0,0,0,4,1,0,0,0,0,6,2024-08-20 09:29:36.627,2024-08-20 09:29:43.750,2024-08-20 09:29:36.627,7.123,7.123,3,2,6
E124,1,56,133,3,2,3,118,2,0,25,343,2024-08-26 00:53:16.877,2024-08-26 00:54:19.146,2024-08-26 00:53:16.877,62.269,62.269,281,4,343
E1240,1,17,47,0,0,1,0,0,0,0,66,2024-05-06 23:59:57.614,2024-05-06 23:59:58.767,2024-05-06 23:59:57.614,1.153,1.153,65,2,66
E1241,1,9,36,0,1,2,0,0,0,0,49,2024-08-15 09:47:57.068,2024-08-15 09:47:57.618,2024-08-15 09:47:57.068,0.55,0.55,37,3,49
E1242,1,19,68,0,1,0,0,0,0,0,89,2024-05-21 05:08:27.392,2024-05-21 05:08:29.965,2024-05-21 05:08:27.392,2.573,2.573,61,3,89
E1243,1,0,19,0,0,1,0,0,0,0,21,2024-05-21 15:46:52.434,2024-05-21 15:46:52.451,2024-05-21 15:46:52.434,0.017,0.017,20,2,21
E1244,1,1,49,0,1,2,0,0,0,1,55,2024-05-21 17:13:39.494,2024-05-21 17:13:40.286,2024-05-21 17:13:39.494,0.792,0.792,52,3,55
E1245,1,3,47,0,1,2,0,0,0,0,54,2024-05-06 01:40:59.897,2024-05-06 01:41:01.191,2024-05-06 01:40:59.897,1.294,1.294,51,3,54
E1246,1,0,15,0,0,1,0,0,0,0,17,2024-05-06 11:22:52.984,2024-05-06 11:22:53.015,2024-05-06 11:22:52.984,0.031,0.031,16,2,17
E1247,1,44,85,0,0,1,7,0,2,1,141,2024-08-09 05:33:15.455,2024-08-09 05:33:20.872,2024-08-09 05:33:15.455,5.417,5.417,138,2,141
E1248,1,3166,97,1381,1,0,5,0,0,8,4659,2024-08-27 07:15:11.550,2024-08-27 07:19:52.278,2024-08-27 07:15:11.550,280.728,280.728,1812,3,4659
E1249,1,453,35,0,0,0,8,0,0,8,505,2024-08-15 09:50:04.286,2024-08-15 09:54:39.272,2024-08-15 09:50:04.286,274.986,274.986,497,2,505
E125,1,1,32,0,1,2,0,0,0,0,37,2024-05-05 16:25:07.267,2024-05-05 16:25:07.648,2024-05-05 16:25:07.267,0.381,0.381,31,3,37
E1250,1,2133,8493,0,446,372,1,0,0,0,11446,2024-08-22 01:48:54.680,2024-08-22 01:50:44.286,2024-08-22 01:48:54.680,109.606,109.606,1426,444,11446
E1251,1,10,31,0,0,0,0,0,0,0,42,2024-08-28 11:15:14.054,2024-08-28 11:15:14.261,2024-08-28 11:15:14.054,0.207,0.207,42,2,42
E1252,1,420,35,0,0,0,8,0,0,8,472,2024-08-09 00:58:50.017,2024-08-09 01:03:26.786,2024-08-09 00:58:50.017,276.769,276.769,464,2,472
E1253,1,2425,9774,0,180,133,171,0,0,171,12855,2024-08-27 02:00:35.321,2024-08-27 02:05:23.507,2024-08-27 02:00:35.321,288.186,288.186,1611,182,12855
E1254,1,1,40,0,1,2,1,0,0,1,47,2024-08-13 04:32:21.447,2024-08-13 04:33:20.203,2024-08-13 04:32:21.447,58.756,58.756,44,3,47
E1255,1,433,35,0,0,0,8,0,0,8,485,2024-08-12 23:50:31.350,2024-08-12 23:55:08.600,2024-08-12 23:50:31.350,277.25,277.25,477,2,485
E1256,1,7,25,0,0,0,0,0,0,0,33,2024-08-10 02:56:06.187,2024-08-10 02:56:07.040,2024-08-10 02:56:06.187,0.853,0.853,33,2,33
E1257,1,16,47,0,0,1,0,0,0,0,65,2024-05-16 21:02:06.450,2024-05-16 21:02:06.995,2024-05-16 21:02:06.450,0.545,0.545,64,2,65
E1258,1,72,150,0,2,3,5,0,1,8,242,2024-05-19 21:24:12.731,2024-05-19 21:24:18.265,2024-05-19 21:24:12.731,5.534,5.534,153,4,242
E1259,1,226,572,11,9,5,149,0,3,39,1015,2024-08-14 10:22:52.792,2024-08-14 10:24:00.382,2024-08-14 10:22:52.792,67.59,67.59,597,8,1015
E126,1,105,188,150,2,0,5,0,0,7,458,2024-08-24 17:31:26.246,2024-08-24 17:36:40.071,2024-08-24 17:31:26.246,313.825,313.825,212,2,458
E1260,1,51,94,3,1,2,111,0,0,0,263,2024-05-04 07:58:15.323,2024-05-04 07:58:16.802,2024-05-04 07:58:15.323,1.479,1.479,242,3,263
E1261,1,21,85,1040,2,2,2,0,0,1,1154,2024-08-21 05:47:11.435,2024-08-21 05:52:10.994,2024-08-21 05:47:11.435,299.559,299.559,93,4,1154
E1262,1,536,860,14,44,39,17,0,0,21,1532,2024-08-13 23:58:33.232,2024-08-14 00:02:26.217,2024-08-13 23:58:33.232,232.985,232.985,548,7,1532
E1263,1,4044,108,3,1,2,111,0,0,0,4270,2024-08-26 08:33:37.008,2024-08-26 08:33:46.153,2024-08-26 08:33:37.008,9.145,9.145,2352,3,4270
E1264,1,50,100,3,1,2,111,0,0,0,268,2024-08-21 01:06:13.031,2024-08-21 01:06:19.783,2024-08-21 01:06:13.031,6.752,6.752,242,3,268
E1265,1,1500,5994,0,110,108,139,0,0,139,7991,2024-08-23 08:07:21.670,2024-08-23 08:11:58.881,2024-08-23 08:07:21.670,277.211,277.211,1067,112,7991
E1266,1,70,113,3,1,2,115,1,0,20,326,2024-08-12 18:41:07.438,2024-08-12 18:41:09.034,2024-08-12 18:41:07.438,1.596,1.596,268,3,326
E1267,1,15,56,0,1,2,0,0,0,0,75,2024-05-17 09:48:58.056,2024-05-17 09:48:58.754,2024-05-17 09:48:58.056,0.698,0.698,71,3,75
E1268,1,56,103,3,1,2,111,0,0,0,277,2024-08-28 12:43:09.036,2024-08-28 12:43:11.403,2024-08-28 12:43:09.036,2.367,2.367,248,3,277
E1269,1,4,63,0,1,2,0,0,0,0,71,2024-05-16 14:23:35.858,2024-05-16 14:23:36.729,2024-05-16 14:23:35.858,0.871,0.871,50,3,71
E127,1,455,35,0,0,0,8,0,0,8,507,2024-08-24 08:34:42.638,2024-08-24 08:39:20.440,2024-08-24 08:34:42.638,277.802,277.802,499,2,507
E1270,1,27,58,4,0,1,5,0,0,9,105,2024-08-09 15:55:49.706,2024-08-09 15:55:50.190,2024-08-09 15:55:49.706,0.484,0.484,89,2,105
E1271,1,756,46,24,0,0,4,0,0,1,832,2024-08-14 09:14:06.378,2024-08-14 09:18:44.761,2024-08-14 09:14:06.378,278.383,278.383,675,2,832
E1272,1,0,7,0,0,1,0,0,0,0,9,2024-05-20 11:50:00.548,2024-05-20 11:50:00.560,2024-05-20 11:50:00.548,0.012,0.012,8,2,9
E1273,1,2,36,0,1,2,0,0,0,0,42,2024-08-22 13:45:50.570,2024-08-22 13:45:51.867,2024-08-22 13:45:50.570,1.297,1.297,39,3,42
E1274,1,524,436,20,19,15,9,0,0,13,1037,2024-08-15 07:56:53.588,2024-08-15 08:01:11.379,2024-08-15 07:56:53.588,257.791,257.791,544,7,1037
E1275,1,3,24,0,0,1,0,0,0,0,29,2024-05-06 21:39:40.416,2024-05-06 21:39:41.189,2024-05-06 21:39:40.416,0.773,0.773,28,2,29
E1276,1,1609,1431,38,24,17,204,2,2,126,3454,2024-05-06 22:34:14.519,2024-05-06 22:38:28.897,2024-05-06 22:34:14.519,254.378,254.378,1289,4,3454
E1277,1,18,47,0,0,1,0,0,0,0,67,2024-05-06 23:48:18.537,2024-05-06 23:48:19.493,2024-05-06 23:48:18.537,0.956,0.956,65,2,67
E1278,1,79,120,3,1,1,0,0,0,0,205,2024-05-06 15:37:12.707,2024-05-06 15:37:17.197,2024-05-06 15:37:12.707,4.49,4.49,163,3,205
E1279,1,154,729,0,26,25,17,0,5,21,978,2024-08-25 01:42:23.772,2024-08-25 01:43:16.545,2024-08-25 01:42:23.772,52.773,52.773,135,28,978
E128,1,539,894,18,45,34,11,0,0,15,1557,2024-08-14 15:40:56.450,2024-08-14 15:44:45.511,2024-08-14 15:40:56.450,229.061,229.061,551,7,1557
E1280,1,12,65,0,1,2,0,0,0,0,81,2024-05-20 06:56:55.525,2024-05-20 06:56:56.434,2024-05-20 06:56:55.525,0.909,0.909,78,3,81
E1281,1,0,0,0,0,0,0,0,0,0,1,2024-08-27 05:07:06.731,2024-08-27 05:07:06.731,2024-08-27 05:07:06.731,0.0,0.0,1,1,1
E1282,1,6,47,0,1,2,0,0,0,0,57,2024-05-04 12:00:56.007,2024-05-04 12:00:56.234,2024-05-04 12:00:56.007,0.227,0.227,53,3,57
E1283,1,0,9,0,0,1,0,0,0,0,11,2024-08-20 11:45:36.618,2024-08-20 11:45:36.628,2024-08-20 11:45:36.618,0.01,0.01,10,2,11
E1284,1,22,61,1,0,1,4,0,0,7,97,2024-08-21 20:10:27.468,2024-08-21 20:10:52.891,2024-08-21 20:10:27.468,25.423,25.423,90,2,97
E1285,1,9,115,0,3,3,0,0,0,0,131,2024-08-27 01:46:04.632,2024-08-27 01:46:07.614,2024-08-27 01:46:04.632,2.982,2.982,41,3,131
E1286,1,440,35,0,0,0,8,0,0,8,492,2024-08-24 20:36:35.251,2024-08-24 20:41:07.699,2024-08-24 20:36:35.251,272.448,272.448,484,2,492
E1287,1,56,102,3,1,1,0,0,0,0,164,2024-08-21 08:22:19.749,2024-08-21 08:22:23.806,2024-08-21 08:22:19.749,4.057,4.057,135,3,164
E1288,1,3,28,0,1,2,0,0,0,0,35,2024-08-28 04:02:41.371,2024-08-28 04:02:41.771,2024-08-28 04:02:41.371,0.4,0.4,28,3,35
